content,Positive,Neutral,Negative,Sentiment
尤其汤姆汉克斯的演技加持仿佛压缩了时间虽然影片信息量不多但是观影过程非常丝滑，,0.46653961,,0.53346039,negative
参考影片《我是传奇》,0.6387767,,0.3612233,positive
经典影片似乎难得一见了。,0.5746792,,0.4253208,positive
但作为一部只有4个角色的影片，,0.50535599,,0.49464401,positive
影片思考的东西太少了，,0.50263335,,0.49736665,positive
影片的最后还有亮点。,0.56846311,,0.43153689,positive
可惜并没有为影片增色反而拖累的爽片该有的节奏，,0.30755207,,0.69244793,negative
结果影片却聚焦在卡彭生命的最后一年，,0.35433868,,0.64566132,negative
但影片整体剧情太趋于平淡，,0.54505831,,0.45494169,positive
结果又一次如影片所示，,0.33314772,,0.66685228,negative
让影片漫长的铺垫带上满溢的私人化元素。,0.54091408,,0.45908592,positive
影片开始，,0.46428575,,0.53571425,negative
这部影片旨在展示一个混蛋暮年时分的幻觉和不堪吗？,0.327171,,0.672829,negative
拍这个片难道是为了影片最后那一句话？,0.40160573,,0.59839427,negative
但影片故事没交代清楚，,0.41978761,,0.58021239,negative
难道整部影片均是幻想？,0.4935012,,0.5064988,negative
影片也确实是一顿操作猛如虎，,0.4945532,,0.5054468,negative
影片对于杀手酒店的设计真是的太牛逼了！,0.70521661,,0.29478339,positive
新登场的人物各个都撑不起影片试图为他们建立的气场。,0.51937259,,0.48062741,positive
影片紧接第二部，,0.48262225,,0.51737775,negative
181014-期待影片的架空世界观，,0.52616569,,0.47383431,positive
影片结尾真的乱入黑客帝国啊…仿佛下一秒鸽子王就要戴上墨镜，,0.34038629,,0.65961371,negative
这是一部深度反映创伤后应激症的影片。,0.44633504,,0.55366496,negative
影片真正想说的，,0.52209032,,0.47790968,positive
感觉影片是在用破碎、杂乱的外壳去抽象一个人自我挣扎成长的历程……,0.30948059,,0.69051941,negative
影片整体看下来气氛压抑，,0.32933809,,0.67066191,negative
影片着重强调的“屏息”氛围感被极大削弱，,0.39357146,,0.60642854,negative
遗憾的是影片最终选择了最省力的方式，,0.31083667,,0.68916333,negative
影片最大的看点就是以恐怖片的拍摄手法创作出了一部非典型的超感官动作片，,0.58354297,,0.41645703,positive
影片最后安志杰求救，,0.40832409,,0.59167591,negative
斯科特最近两年经常客串中国动作影片的大反派，,0.53216869,,0.46783131,positive
小成本影片，,0.43409179,,0.56590821,negative
影片的质量超出我的预期。,0.67965354,,0.32034646,positive
很难得的关于中国古建筑和遗产传承的电影榫卯是古代中国建筑家具及其它器械的主要结构方式是在两个构件上采用凹凸部位相结合的一种连接方式本片通过榫卯和古建不但展现了传统文化与现代文化不同角度的思想交锋以真挚的请过隐喻影片中父子夫妻家庭社会的种种关系这种环环相扣贯彻了影片的始终,0.52497633,,0.47502367,positive
而于影片外其实我想问：另辟新址一砖一瓦不落还原的建筑还是原来的建筑吗？,0.51884909,,0.48115091,positive
但是影片不管是演员演技还是剧本都特别糟糕和扁平，,0.36940578,,0.63059422,negative
但影片偏偏恰到好处地浅尝辄止。,0.5063039,,0.4936961,positive
影片接近结尾时候父亲家书的独白最是感人。,0.52648502,,0.47351498,positive
这部影片不是文艺片，,0.55256888,,0.44743112,positive
能拍这个题材的意义比影片艺术水平更大。,0.54469703,,0.45530297,positive
影片没有展示最后建成的祠堂，,0.4838446,,0.5161554,negative
所以很早就听说了影片，,0.48691162,,0.51308838,negative
榫卯影片是以传统建筑，,0.51128535,,0.48871465,positive
也在影片中体现得很好，,0.70557202,,0.29442798,positive
榫卯是一部有思想能引起人思考的影片。,0.55909877,,0.44090123,positive
是一部反映中国古建题材的影片，,0.5374256,,0.4625744,positive
但同时伴随而来的是影片的结局。,0.5055694,,0.4944306,positive
特别的影片，,0.49213613,,0.50786387,negative
影片以纪录片的形式，,0.60106474,,0.39893526,positive
一个很冷门小众的影片，,0.36732106,,0.63267894,negative
也正如影片所展现的老房子一样，,0.56242039,,0.43757961,positive
影片以中国传统古建筑的文化精髓“榫卯”来指代传统与现代的关系，,0.49152241,,0.50847759,negative
但是其风格的轻松和可爱足够成为主竞赛最特别的影片之一。,0.71368072,,0.28631928,positive
肯定不是要做一部充满说教的或是渲染异国情调的影片。,0.493298,,0.506702,negative
这类影片，,0.44507256,,0.55492744,negative
而幽默同样来自于影片的stasis（类机械化）。,0.6168895,,0.3831105,positive
化解的冲突构成了影片源源不断的张力，,0.50546331,,0.49453669,positive
就如影片里制造的法国奇景和美国盛况一样，,0.57033092,,0.42966908,positive
只不过影片用了特殊的景观方式去呈现一种荒诞效果，,0.62447747,,0.37552253,positive
影片通过主角也即导演的眼睛，,0.50527922,,0.49472078,positive
但这些恰恰是影片中最弱的部分，,0.31487848,,0.68512152,negative
破坏了影片的整体风格。,0.35083316,,0.64916684,negative
一部正儿八经的“西方主义”影片，,0.54813158,,0.45186842,positive
这又是一部台湾班底大陆包装的畸形影片，,0.64302803,,0.35697197,positive
影片把背景放在了香港回归前夕的1997年，,0.44782774,,0.55217226,negative
影片前半段以夸张喜剧为主，,0.53682503,,0.46317497,positive
影片最大的价值是给了女性主演展示的机会，,0.49068518,,0.50931482,negative
但影片本身完成得较为差点。,0.53787291,,0.46212709,positive
影片画面绝美，,0.71637361,,0.28362639,positive
影片用一个雪人寻家之旅串联起中国大陆四方风物，,0.51911719,,0.48088281,positive
"影片中""星星虽然不经常看到，",0.66340388,,0.33659612,positive
将影片的气韵又提了一下。,0.50363075,,0.49636925,positive
这也是影片存在的问题——所有困难的解决都是靠雪人驾驭自然的超能力，,0.50700093,,0.49299907,positive
可以说影片并不在乎讲正反两派的矛盾，,0.32530109,,0.67469891,negative
影片细节方面做得很不错。,0.73104823,,0.26895177,positive
就是这部影片的成功之处了。,0.72008664,,0.27991336,positive
小孩的语言都完全是成人化的3-影片一大悬疑-相聚珠穆朗玛，,0.42908768,,0.57091232,negative
影片整体节奏非常快，,0.72698168,,0.27301832,positive
不如说这部影片在自问：当今时代的英雄，,0.51072818,,0.48927182,positive
影片开场用童话书的方式营造童话感，,0.52692166,,0.47307834,positive
影片在视觉传达上的割裂感就暴露无遗。,0.36199616,,0.63800384,negative
这简直就是五一最烂影片没有之一。,0.37514919,,0.62485081,negative
看之前很担心导演能否hold住影片的梦幻童话感，,0.39107844,,0.60892156,negative
以及整部影片散发出的童真、暖心与感动，,0.71213346,,0.28786654,positive
但很遗憾影片并没有将此拍的动人。,0.30061358,,0.69938642,negative
不过老虎的特效也的确给了这部影片立项的勇气。,0.62773521,,0.37226479,positive
电影片尾曲好听，,0.61404455,,0.38595545,positive
就让整个影片有种强烈的失衡感。,0.38329736,,0.61670264,negative
影片的特效部分就有看点可以期待，,0.7105872,,0.2894128,positive
影片中提到的《好家伙》、《伸冤人》等影片，,0.6117675,,0.3882325,positive
知不知道这些影片的导演及影史地位，,0.49132078,,0.50867922,negative
荷兰弟听过这些影片吗？,0.43194148,,0.56805852,negative
1.影片中多次用到德国女圣人、神学家与作曲家圣希尔德加德·冯·宾根所作的乐曲。,0.65821162,,0.34178838,positive
影片前1/3，,0.50530419,,0.49469581,positive
影片只从外在视角展现贝内黛塔，,0.52141618,,0.47858382,positive
讽刺教宗不算影片最重点，,0.3359045,,0.6640955,negative
这种模糊化处理也使得影片对于信仰的态度是模糊的，,0.27356836,,0.72643164,negative
影片在对她从对耶稣的圣爱转到同性的肉体之爱处理上过渡不太自然、甚至可以说有点突兀的，,0.58073045,,0.41926955,positive
你会唾弃影片中的一切虚伪，,0.27029815,,0.72970185,negative
那个Jesus是个女孩扮演的）是否也再次印证了影片里女主真的是相信自己就是神本身。,0.61554885,,0.38445115,positive
影片最有趣的地方，,0.69533188,,0.30466812,positive
影片都自洽地完成了各自轨道上的讽刺和批判。,0.28881123,,0.71118877,negative
影片从第一场戏开始，,0.5925556,,0.4074444,positive
"Verhoeven以Showgirls,Zwartboek,Elle,Benedetta四部影片塑造独特“她”的形象。",0.70448019,,0.29551981,positive
在影片中，,0.46364846,,0.53635154,negative
整部影片都好似凝聚成了一尊圣母像，,0.63068193,,0.36931807,positive
影片从童年的奇迹（鸟拉屎惩罚强盗和圣母像压身却毫发无伤）讲起，,0.2773743,,0.7226257,negative
这也令影片完全浸润在欲望的乳液甘霖中，,0.4075889,,0.5924111,negative
当然这也与影片商业性的考量有直接关系。,0.38849077,,0.61150923,negative
影片提供了两种观看方法。,0.54217131,,0.45782869,positive
（但影片亦沒有很具體強調她個人對基督信仰是如何？,0.46688512,,0.53311488,negative
）但在影片結尾的最後，,0.52400451,,0.47599549,positive
一众配角的嘴脸让人更多感到的是影片的窒息，,0.32586513,,0.67413487,negative
但影片在肉，,0.35511187,,0.64488813,negative
才慢慢呈现出影片的内核。,0.53029188,,0.46970812,positive
我本人年度十佳影片必须有圣母的一席之地！,0.52014955,,0.47985045,positive
等蓝光了一定要仔细品味的影片！,0.69059174,,0.30940826,positive
影片虽然很有故事性，,0.63214653,,0.36785347,positive
影片似乎也如我，,0.49322415,,0.50677585,negative
实际上陆港台的设定在影片中不是必须的，,0.56086571,,0.43913429,positive
但愿两岸三地能像影片所呈现的那样，,0.47597908,,0.52402092,negative
影片本身很有些感官力，,0.65717026,,0.34282974,positive
然而影片在画面另一重世界的映照与敲击却失了位，,0.41803627,,0.58196373,negative
电影名花椒之味就是人间烟火味人情味两岸三地同父异母的三姐妹生活轨迹互无交集因为父亲的葬礼初次碰面坐下来一起吃顿火锅心底那些五味杂陈的回忆犹如眼前的麻辣锅一样不断翻滚整部影片暖如中秋的月光映照人间阴晴圆缺吃麻辣锅不是用一种痛去掩盖另一种痛而是要红红火火整整齐齐团团圆圆,0.53367211,,0.46632789,positive
又怎么能将观众带入到影片的情绪中呢,0.3835786,,0.6164214,negative
阿看来我真的是没办法公正看待关于父亲影片，,0.31577593,,0.68422407,negative
无疑给影片带来更大的叙事难度。,0.49505091,,0.50494909,negative
让影片有了火锅的混杂风味，,0.46822582,,0.53177418,negative
影片想要表达的核心是“一起”，,0.49752615,,0.50247385,negative
影片悲伤和有趣的部分牵动着我的心。,0.40198529,,0.59801471,negative
影片很标准的好莱坞合家欢动画片，,0.68518304,,0.31481696,positive
还体现在其他诸多细节上；影片背后的文化、政治议题，,0.50181938,,0.49818062,positive
而是站位更高的讨论；影片元素依然是常见音乐冒险故事，,0.50201295,,0.49798705,positive
影片在情节上为了凸显其冒险的属性，,0.49391431,,0.50608569,negative
但是影片将更多的镜头放在了对机组成员日常生活与心理描写上，,0.42824664,,0.57175336,negative
剧情与人设并没有真正帮助影片拓展深度。,0.55528333,,0.44471667,positive
4、貌似要讨论一个深刻问题的影片，,0.48345241,,0.51654759,negative
实则影片中潜在给出了或希望或绝望的不同做戏可能，,0.34603731,,0.65396269,negative
而是假设你是徐福你会做什么；反正肯定不会像影片这样简单地死去，,0.36571857,,0.63428143,negative
影片情节不算新颖，,0.60618449,,0.39381551,positive
但是和大多数同类的韩国影片一样，,0.41158344,,0.58841656,negative
